Date,CL-CO,XB-HO,XB-CL,HO-CL,NG-CL,CAP-BAP,BAP-DAE,CAP-DAE
2000-06-16,1.9800000000000004,,,1.8194000000000017,,,,
2000-06-19,1.6099999999999994,,,2.095399999999998,,,,
2000-06-20,1.5300000000000011,,,2.1676,,,,
2000-06-21,1.4400000000000013,,,2.6943999999999946,,,,
2000-06-22,1.4100000000000001,,,2.8628,,,,
2000-06-23,1.3100000000000023,,,2.4618,,,,
2000-06-26,1.5800000000000018,,,2.611799999999999,,,,
2000-06-27,1.3900000000000006,,,2.3371999999999957,,,,
2000-06-28,1.2399999999999984,,,2.5206000000000017,,,,
2000-06-29,1.5,,,2.6549999999999976,,,,
2000-06-30,1.6900000000000013,,,2.1356,,,,
2000-07-05,1.25,,,2.1400000000000006,,,,
2000-07-06,0.990000000000002,,,1.9480000000000004,,,,
2000-07-07,1.3000000000000007,,,2.303000000000001,,,,
2000-07-10,1.259999999999998,,,2.4374000000000002,,,,
2000-07-11,1.1499999999999986,,,2.502399999999998,,,,
2000-07-12,1.2800000000000011,,,2.395199999999999,,,,
2000-07-13,1.3800000000000026,,,2.4671999999999947,,,,
2000-07-14,1.2199999999999989,,,2.254200000000001,,,,
2000-07-17,1.4400000000000013,,,2.274599999999996,,,,
2000-07-18,1.5600000000000023,,,2.2680000000000007,,,,
2000-07-19,1.7600000000000016,,,2.1045999999999943,,,,
2000-07-20,1.6699999999999982,,,2.3511999999999986,,,,
2000-07-21,0.9500000000000028,,,2.4647999999999968,,,,
2000-07-24,1.1600000000000001,,,2.811600000000002,,,,
2000-07-25,1.1199999999999974,,,2.6068000000000033,,,,
2000-07-26,1.0899999999999999,,,2.5309999999999953,,,,
2000-07-27,1.0599999999999987,,,2.483599999999999,,,,
2000-07-28,1.1000000000000014,,,2.4391999999999996,,,,
